descmunicipio;ano;altitude;CodClima;CodRegiao;precipitacao_Janeiro;precipitacao_Fevereiro;precipitacao_Março;precipitacao_Abril;precipitacao_Maio;precipitacao_Junho;precipitacao_Julho;precipitacao_Agosto;precipitacao_Setembro;precipitacao_Outubro;precipitacao_Novembro;precipitacao_Dezembro;umidade_Janeiro;umidade_Fevereiro;umidade_Março;umidade_Abril;umidade_Maio;umidade_Junho;umidade_Julho;umidade_Agosto;umidade_Setembro;umidade_Outubro;umidade_Novembro;umidade_Dezembro;temperatura_Janeiro;temperatura_Fevereiro;temperatura_Março;temperatura_Abril;temperatura_Maio;temperatura_Junho;temperatura_Julho;temperatura_Agosto;temperatura_Setembro;temperatura_Outubro;temperatura_Novembro;temperatura_Dezembro
PETRÓPOLIS;1977;809;1;3;293,8;0,0;73,0;146,0;82,0;21,4;45,8;36,5;92,4;36,7;204,4;270,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1982;809;1;3;381,6;196,0;493,4;117,6;26,4;64,6;97,6;85,6;58,6;215,8;113,0;336,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1983;809;1;3;389,4;187,6;546,6;96,1;108,1;233,7;72,1;27,2;336,1;190,2;189,0;334,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1984;809;1;3;135,4;25,0;196,6;88,4;101,0;10,8;33,3;71,9;49,8;128,3;173,4;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1985;809;1;3;458,2;303,2;184,0;114,2;91,0;14,0;44,0;69,4;123,0;106,0;308,9;72,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1986;809;1;3;158,2;229,2;156,2;163,3;40,2;44,8;76,8;80,5;64,8;54,8;85,4;420,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1987;809;1;3;419,6;143,0;211,4;204,0;150,8;71,7;17,5;56,2;122,6;113,0;222,8;386,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1988;809;1;3;190,4;630,2;162,0;270,8;201,6;62,6;60,1;20,0;56,4;172,8;335,3;293,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1989;809;1;3;164,0;346,6;232,6;113,5;74,3;141,0;95,2;65,6;151,4;67,4;140,4;228,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1990;809;1;3;122,4;175,2;131,0;193,1;114,8;19,8;114,1;48,9;153,4;140,0;215,0;213,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1991;809;1;3;464,4;227,6;306,8;175,3;74,4;85,4;28,0;5,1;203,5;63,0;131,2;603,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1992;809;1;3;490,0;0,0;89,0;175,7;48,6;0,0;41,3;19,0;189,0;162,5;339,2;249,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1993;809;1;3;163,3;154,7;347,0;180,2;91,8;51,2;0,0;29,3;139,7;81,5;121,4;368,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1994;809;1;3;217,9;53,8;578,2;107,7;231,2;63,2;25,2;25,2;35,0;54,8;193,0;375,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1995;809;1;3;395,8;170,5;118,4;97,6;104,6;32,2;37,5;10,8;175,9;184,6;218,5;409,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1996;809;1;3;180,9;168,8;286,7;164,7;134,8;105,9;24,9;43,5;242,0;48,9;473,5;266,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1997;809;1;3;309,0;159,9;150,0;104,1;105,2;23,9;7,9;56,8;64,8;129,3;161,2;224,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1998;809;1;3;320,4;251,6;195,4;209,2;146,2;77,3;70,2;65,2;77,7;254,2;191,0;183,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;1999;809;1;3;300,5;142,2;217,1;44,6;79,2;38,2;54,0;92,0;128,5;88,1;183,3;224,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;2000;809;1;3;415,8;192,0;250,9;141,0;64,6;0,0;157,9;192,4;151,3;71,0;161,6;310,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;2001;809;1;3;252,1;130,1;241,7;60,6;109,2;41,2;86,7;24,5;92,2;75,7;232,6;515,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;2002;809;1;3;310,9;267,5;168,1;33,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PETRÓPOLIS;2006;809;1;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8;439,6;234,4;0;0;0;0;0;0;0;0;0;88;95;94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,20;13,90;15,50
PETRÓPOLIS;2007;809;1;3;658,2;109,0;86,8;229,4;154,2;17,4;83,6;8,0;63,6;89,2;215,4;243,4;96;89;85;90;88;79;84;77;78;82;92;89;15,70;15,90;16,70;14,90;11,30;12,50;11,20;12,50;13,30;15,20;14,30;16,20
PETRÓPOLIS;2008;809;1;3;207,0;224,0;304,2;241,4;90,2;43,6;23,8;83,8;72,2;166,4;441,0;294,4;93;91;93;91;87;90;68;83;84;90;96;95;15,10;16,00;15,30;14,80;11,80;11,30;11,50;12,70;12,00;14,60;13,50;14,40
PETRÓPOLIS;2009;809;1;3;468,6;256,2;133,8;154,8;56,8;50,6;85,2;58,0;1,8;24,2;360,6;11,0;95;91;92;92;90;88;87;72;77;86;82;86;15,60;16,70;16,20;13,50;12,30;10,30;11,80;11,90;13,60;14,30;16,80;15,70
PETRÓPOLIS;2010;809;1;3;8,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;81;0;0;0;0;0;0;0;0;0;0;0;17,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





PORCIÚNCULA;1939;90;2;4;128,0;66,0;23,0;36,0;6,0;3,0;9,0;24,0;38,0;50,0;125,0;149,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1940;90;2;4;152,0;120,0;124,0;18,0;29,0;8,0;26,0;16,0;84,0;117,0;345,0;89,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1941;90;2;4;210,0;70,0;121,0;57,0;10,4;10,4;112,8;3,0;60,3;191,9;105,0;93,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1942;90;2;4;392,6;59,6;202,5;105,9;41,3;10,8;11,2;17,9;25,2;82,7;140,6;429,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1943;90;2;4;251,4;98,2;152,0;30,9;7,0;65,4;20,0;24,1;9,4;195,1;48,3;306,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1944;90;2;4;175,9;297,0;206,1;46,0;33,8;2,7;9,8;0,9;16,4;73,6;72,8;208,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1945;90;2;4;335,0;102,7;267,2;74,9;48,9;38,5;14,6;4,9;9,0;104,7;142,3;287,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1946;90;2;4;106,7;47,5;161,1;156,9;18,3;6,9;2,8;0,4;53,7;97,1;189,7;289,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1947;90;2;4;202,3;104,3;143,2;17,8;20,4;9,5;49,7;65,3;22,5;118,5;156,9;335,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1948;90;2;4;50,7;194,0;164,5;40,1;46,0;20,9;10,0;15,4;20,6;41,8;204,3;251,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1949;90;2;4;364,8;199,5;114,2;165,6;17,9;34,2;5,7;8,3;2,2;162,4;151,0;300,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1950;90;2;4;219,3;60,5;153,6;112,7;17,2;39,8;3,9;5,9;28,7;137,4;267,4;254,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1951;90;2;4;201,1;189,1;205,6;45,7;11,6;21,4;1,0;17,3;0,8;43,8;40,0;225,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1952;90;2;4;308,2;277,2;144,0;131,6;2,2;15,4;21,9;19,4;80,8;112,0;119,0;123,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1953;90;2;4;99,0;194,6;99,4;138,2;52,4;9,2;0,4;13,2;34,6;29,4;200,6;251,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1954;90;2;4;74,0;54,2;158,0;64,4;41,0;7,0;8,8;17,2;0,0;61,2;61,0;213,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1955;90;2;4;178,6;50,2;111,2;197,6;82,6;8,8;0,8;0,0;7,4;64,4;155,0;241,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1956;90;2;4;29,6;62,6;129,0;28,2;51,0;33,0;20,8;22,0;40,6;61,0;105,0;258,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1957;90;2;4;156,4;230,8;173,6;105,8;106,2;16,0;4,6;1,0;60,4;32,2;312,2;425,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1958;90;2;4;127,8;134,4;106,8;141,6;164,8;44,4;32,0;0,4;99,2;125,6;138,4;168,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1959;90;2;4;151,4;72,4;162,4;39,2;27,6;8,6;0,0;3,6;6,0;128,6;288,4;182,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1960;90;2;4;154,4;132,0;200,8;132,6;49,6;24,0;20,4;5,6;62,0;32,8;188,2;265,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1961;90;2;4;378,0;206,8;67,4;201,2;23,2;16,2;17,0;0,0;0,0;90,4;82,0;135,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1962;90;2;4;529,0;291,2;10,0;43,8;18,8;10,8;37,4;2,4;92,8;122,4;117,4;339,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1963;90;2;4;54,4;115,2;33,2;138,2;0,0;3,4;3,4;4,8;0,4;42,4;102,8;134,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1964;90;2;4;263,2;245,6;59,0;50,6;32,8;34,6;60,0;15,8;7,8;155,0;104,6;420,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1965;90;2;4;236,8;158,2;202,6;116,0;47,8;8,2;21,0;28,8;64,2;257,8;166,6;191,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1966;90;2;4;244,0;28,8;136,6;51,4;68,0;4,4;25,4;7,0;32,0;110,4;256,2;301,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1967;90;2;4;314,2;278,0;223,0;70,0;7,0;4,0;5,2;4,0;28,0;34,0;217,0;190,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1968;90;2;4;145,0;175,0;78,0;82,0;21,0;3,0;26,0;40,0;97,0;111,0;61,0;189,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1969;90;2;4;214,0;121,0;140,0;103,0;6,0;55,0;2,0;40,0;7,0;137,0;178,0;168,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1970;90;2;4;194,0;37,0;87,0;85,0;4,0;12,0;40,0;44,0;71,0;202,0;184,0;116,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1971;90;2;4;103,0;121,0;160,0;55,0;12,0;58,7;4,2;23,0;111,0;150,0;386,0;298,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1972;90;2;4;115,6;324,7;93,6;117,1;16,1;0,4;66,8;39,6;52,8;136,2;304,4;201,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1973;90;2;4;125,2;79,6;178,0;44,6;23,4;16,6;6,0;33,8;21,0;160,6;172,2;174,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1974;90;2;4;236,2;70,4;98,6;128,6;79,0;23,0;0,0;0,0;0,0;191,0;111,5;179,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1975;90;2;4;306,8;99,4;94,8;58,6;47,2;20,6;60,4;0,0;39,4;117,0;309,2;203,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1976;90;2;4;0,0;88,8;121,6;32,4;88,8;6,2;65,0;79,0;135,0;214,2;122,6;331,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1977;90;2;4;159,2;4,0;110,6;226,0;19,8;0,0;0,0;0,0;93,2;35,0;259,8;294,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1982;90;2;4;288,2;46,0;357,2;0,0;14,2;10,4;2,4;47,0;0,0;0,0;115,6;302,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1983;90;2;4;420,5;77,2;153,0;191,6;41,8;5,8;31,0;0,0;115,4;175,4;218,8;356,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1984;90;2;4;108,0;16,5;169,6;64,4;6,0;1,4;0,0;51,0;52,9;89,4;260,4;334,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1985;90;2;4;419,0;118,2;226,6;86,8;43,8;0,0;3,6;14,6;84,0;119,8;146,6;221,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1986;90;2;4;162,9;186,9;67,3;62,0;43,1;2,0;48,7;76,2;15,8;5,0;133,4;250,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1987;90;2;4;268,4;55,4;152,9;108,6;79,6;13,6;13,6;1,0;84,5;116,6;125,2;259,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1988;90;2;4;157,4;224,8;124,3;227,0;80,4;24,8;18,0;0,0;0,0;146,0;128,0;152,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1989;90;2;4;197,1;208,4;215,8;64,0;38,6;89,6;39,8;10,2;95,4;148,0;176,8;138,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1990;90;2;4;50,4;171,2;126,0;0,0;53,4;18,0;47,0;22,0;59,4;108,8;71,8;179,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1991;90;2;4;340,8;179,2;214,4;91,4;12,2;20,9;10,0;12,0;111,4;75,6;151,2;252,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1992;90;2;4;178,0;101,2;74,8;170,8;111,0;16,6;32,4;31,8;103,7;116,3;250,3;110,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1993;90;2;4;175,4;116,3;104,8;121,3;14,2;29,9;0,0;13,6;68,5;63,7;50,9;293,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1994;90;2;4;483,3;11,8;372,5;65,1;21,1;2,5;6,4;5,1;2,8;23,2;31,6;126,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1995;90;2;4;61,8;162,5;81,5;81,6;2,3;0,0;0,5;7,7;22,8;182,7;259,4;325,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1996;90;2;4;284,3;111,1;111,4;85,8;28,1;10,3;0,0;1,5;137,5;125,6;209,0;180,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1997;90;2;4;251,6;98,5;147,9;26,1;14,4;13,2;0,0;28,2;126,8;84,1;223,4;189,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1998;90;2;4;231,7;80,3;24,4;8,2;78,9;11,6;8,2;73,1;33,8;136,9;159,8;105,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;1999;90;2;4;99,3;141,0;240,6;5,8;0,0;39,3;10,3;13,4;2,9;70,9;316,3;237,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;2000;90;2;4;204,9;166,5;158,5;127,7;7,1;4,3;3,8;40,0;47,7;91,2;403,1;256,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;2001;90;2;4;191,4;123,3;119,9;16,0;65,5;3,7;12,8;14,9;82,8;90,6;389,8;181,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;2002;90;2;4;189,0;154,8;121,2;0,0;98,4;4,7;14,5;7,3;99,3;77,2;177,0;268,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;2003;90;2;4;603,7;11,8;160,9;50,3;60,9;0,0;12,0;58,3;90,7;71,5;112,0;230,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;2004;90;2;4;324,1;212,9;201,5;124,2;47,3;23,0;8,1;61,9;0,0;200,0;95,6;418,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;2005;90;2;4;164,3;273,2;262,4;74,1;83,6;23,4;28,8;43,8;96,5;44,6;200,6;319,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;2006;90;2;4;221,4;211,9;248,3;170,3;20,5;6,4;3,7;8,9;89,2;131,5;114,1;403,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PORCIÚNCULA;2007;90;2;4;340,0;164,6;0,0;112,8;0,0;0,0;0,0;0,0;24,2;88,8;186,5;174,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





QUATIS;1947;415;2;6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;322,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
QUATIS;1948;415;2;6;0,0;523,5;388,6;20,1;40,1;18,4;63,0;14,8;44,4;121,5;301,1;269,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
QUATIS;1949;415;2;6;473,4;206,9;220,0;39,6;19,5;74,7;8,8;19,2;17,7;155,0;177,7;293,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
QUATIS;1950;415;2;6;697,0;338,6;211,9;240,9;46,4;25,0;4,9;2,5;36,3;220,1;266,3;352,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
QUATIS;1951;415;2;6;385,7;386,7;294,0;177,2;13,3;2,9;19,0;46,2;5,4;102,4;134,5;424,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
